transaction_id,timestamp,store_id,city,country,store_type,product_category,product_name,unit_price,quantity,discount_applied,payment_method,customer_id,customer_age_group,customer_gender,loyalty_member,weather_condition,temperature_c,holiday_name,total_amount
10038,1/1/2023 8:58,25,Manchester,UK,Standalone,Tea,Small Earl Grey,2.05,1,FALSE,Mobile Wallet,jjy4mzvm,18-24,Male,FALSE,Sunny,8.7,New Year's Day,2.05
10039,1/1/2023 9:21,12,Chicago,USA,Airport,Tea,Large Earl Grey,3.8,1,FALSE,Debit Card,0imjyjcm,35-44,Female,TRUE,Sunny,-4.7,New Year's Day,3.8
10040,1/1/2023 9:23,5,New York,USA,Standalone,Coffee,Large Latte,4.6,1,FALSE,Credit Card,yjoaoejv,65+,Male,TRUE,Sunny,-1.1,New Year's Day,4.6
10041,1/1/2023 9:27,7,Los Angeles,USA,Standalone,Coffee,Medium Cappuccino,3.92,3,FALSE,Mobile Wallet,p1o8m291,18-24,Female,FALSE,Sunny,12.3,New Year's Day,11.76
10042,1/1/2023 9:37,38,Toronto,CAN,Standalone,Pastry,Scone,2.02,4,FALSE,Mobile Wallet,3dzxlrgn,25-34,Female,FALSE,Cloudy,-6.5,New Year's Day,8.08
10043,1/1/2023 9:50,43,Vancouver,CAN,Standalone,Coffee,Large Americano,3.24,2,FALSE,Credit Card,zg85s9as,25-34,,FALSE,Sunny,2.8,New Year's Day,6.48
10044,1/1/2023 9:52,8,Los Angeles,USA,Airport,Tea,Small Chai Latte,4.65,3,FALSE,Debit Card,uh17j8qo,45-54,Prefer not to say,FALSE,Sunny,12.3,New Year's Day,13.95
10045,1/1/2023 10:01,3,New York,USA,Mall Kiosk,Coffee,Medium Americano,2.91,1,FALSE,Credit Card,wpj8yi34,45-54,Female,FALSE,Sunny,-1.1,New Year's Day,2.91
10046,1/1/2023 10:03,33,Melbourne,AUS,Standalone,Merchandise,Coffee Mug,12.96,1,FALSE,Credit Card,z52ohkbm,45-54,Female,TRUE,Sunny,22.2,New Year's Day,12.96
10047,1/1/2023 10:06,30,Sydney,AUS,Standalone,Tea,Large Chai Latte,5.33,5,FALSE,Credit Card,nkk1jxpp,65+,Female,FALSE,Cloudy,16.6,New Year's Day,26.65
10048,1/1/2023 10:10,45,Vancouver,CAN,Standalone,Pastry,Scone,2.07,3,FALSE,Credit Card,kdts1fb2,35-44,Male,FALSE,Sunny,2.8,New Year's Day,6.21
10049,1/1/2023 10:20,22,Manchester,UK,Standalone,Tea,Large Earl Grey,2.62,2,FALSE,Cash,3bbt873l,25-34,Male,TRUE,Sunny,8.7,New Year's Day,5.24
10050,1/1/2023 10:25,33,Melbourne,AUS,Standalone,Pastry,Scone,2.38,4,TRUE,Mobile Wallet,4r9v4k00,25-34,Male,FALSE,Sunny,22.2,New Year's Day,7.62
10051,1/1/2023 10:28,25,Manchester,UK,Standalone,Coffee,Medium Cappuccino,3.28,1,FALSE,Debit Card,fco3s65q,35-44,Female,TRUE,Sunny,8.7,New Year's Day,3.28
10052,1/1/2023 10:34,9,Los Angeles,USA,Mall Kiosk,Tea,Large Green Tea,3.04,1,FALSE,Credit Card,ud99xro3,65+,,FALSE,Sunny,12.3,New Year's Day,3.04
10053,1/1/2023 10:41,35,Melbourne,AUS,Mall Kiosk,Coffee,Small Cappuccino,3.77,2,FALSE,Cash,y3rztplc,55-64,Male,FALSE,Sunny,22.2,New Year's Day,7.54
10054,1/1/2023 11:03,24,Manchester,UK,Standalone,Tea,Small Matcha Latte,3.32,2,FALSE,Mobile Wallet,4gc4ryg9,35-44,Male,FALSE,Sunny,8.7,New Year's Day,6.64
10055,1/1/2023 11:27,37,Toronto,CAN,Standalone,Coffee,Small Cappuccino,3.31,1,FALSE,Cash,67j2dg1w,25-34,Female,FALSE,Cloudy,-6.5,New Year's Day,3.31
10056,1/1/2023 11:28,19,London,UK,Standalone,Coffee,Large Mocha,4.42,1,FALSE,Credit Card,jl6l91f4,45-54,Female,TRUE,Sunny,5.2,New Year's Day,4.42
10057,1/1/2023 11:46,21,Manchester,UK,Standalone,Coffee,Double Espresso,2.38,2,FALSE,Credit Card,bvxketug,25-34,Male,FALSE,Sunny,8.7,New Year's Day,4.76
10058,1/1/2023 11:57,1,New York,USA,Standalone,Coffee,Medium Cappuccino,4,1,FALSE,Cash,zppep69n,25-34,Male,TRUE,Sunny,-1.1,New Year's Day,4
10059,1/1/2023 12:07,17,London,UK,Standalone,Sandwich,Vegan Falafel Wrap,5.1,2,FALSE,Credit Card,led1lg8y,55-64,Female,TRUE,Sunny,5.2,New Year's Day,10.2
10060,1/1/2023 12:10,41,Vancouver,CAN,Standalone,Coffee,Small Latte,3.38,5,FALSE,Credit Card,065afu20,35-44,Male,TRUE,Sunny,2.8,New Year's Day,16.9
10061,1/1/2023 12:11,8,Los Angeles,USA,Airport,Coffee,Medium Latte,4.9,1,FALSE,Mobile Wallet,4sx27dcb,25-34,,FALSE,Sunny,12.3,New Year's Day,4.9
10062,1/1/2023 12:13,39,Toronto,CAN,Mall Kiosk,Smoothie,Medium Berry Blast,4.91,3,FALSE,Mobile Wallet,wgt2lb25,55-64,Non-binary,FALSE,Cloudy,-6.5,New Year's Day,14.73
10063,1/1/2023 12:15,39,Toronto,CAN,Mall Kiosk,Pastry,Scone,1.96,1,FALSE,Mobile Wallet,337ov9wx,25-34,Female,FALSE,Cloudy,-6.5,New Year's Day,1.96
10064,1/1/2023 12:39,31,Melbourne,AUS,Standalone,Tea,Small Matcha Latte,4.37,3,FALSE,Credit Card,h9vgky5c,25-34,Male,TRUE,Sunny,22.2,New Year's Day,13.11
10065,1/1/2023 12:39,36,Toronto,CAN,Airport,Coffee,Small Latte,4.14,2,FALSE,Credit Card,21id9vvn,55-64,Female,FALSE,Cloudy,-6.5,New Year's Day,8.28
10066,1/1/2023 12:41,15,Chicago,USA,Standalone,Coffee,Medium Mocha,4.27,2,FALSE,Mobile Wallet,zni37zcg,18-24,Male,TRUE,Sunny,-4.7,New Year's Day,8.54
10067,1/1/2023 12:52,19,London,UK,Standalone,Coffee,Small Mocha,3.44,2,FALSE,Credit Card,d9er94te,45-54,Female,TRUE,Sunny,5.2,New Year's Day,6.88
10068,1/1/2023 13:01,19,London,UK,Standalone,Tea,Medium Chai Latte,3.57,4,FALSE,Credit Card,wwiif86l,35-44,Male,TRUE,Sunny,5.2,New Year's Day,14.28
10069,1/1/2023 13:08,22,Manchester,UK,Standalone,Coffee,Large Mocha,4.26,2,FALSE,Credit Card,ws1loqso,35-44,Female,FALSE,Sunny,8.7,New Year's Day,8.52
10070,1/1/2023 13:52,26,Sydney,AUS,Mall Kiosk,Coffee,Medium Latte,4.27,1,FALSE,Credit Card,g39bd2ee,35-44,Female,TRUE,Cloudy,16.6,New Year's Day,4.27
10071,1/1/2023 14:04,25,Manchester,UK,Standalone,Coffee,Large Latte,3.77,3,FALSE,Credit Card,cxz2ei92,55-64,Female,FALSE,Sunny,8.7,New Year's Day,11.31
10072,1/1/2023 14:11,5,New York,USA,Standalone,Coffee,Large Cappuccino,4.6,3,FALSE,Credit Card,vrnegn2b,55-64,,FALSE,Sunny,-1.1,New Year's Day,13.8
10073,1/1/2023 14:14,41,Vancouver,CAN,Standalone,Coffee,Large Americano,3.24,2,FALSE,Credit Card,5nms6xvq,35-44,,FALSE,Sunny,2.8,New Year's Day,6.48
10074,1/1/2023 15:13,45,Vancouver,CAN,Standalone,Sandwich,Chicken & Avocado Wrap,6.11,1,FALSE,Credit Card,xejaxvt7,18-24,Female,FALSE,Sunny,2.8,New Year's Day,6.11
10075,1/1/2023 15:14,40,Toronto,CAN,Standalone,Tea,Large Green Tea,2.94,1,TRUE,Credit Card,fco3s65q,35-44,Female,TRUE,Cloudy,-6.5,New Year's Day,2.65
10076,1/1/2023 15:18,10,Los Angeles,USA,Mall Kiosk,Sandwich,Chicken & Avocado Wrap,6.18,1,FALSE,Debit Card,hdiy4nrm,35-44,Female,FALSE,Sunny,12.3,New Year's Day,6.18
10077,1/1/2023 15:42,45,Vancouver,CAN,Standalone,Coffee,Medium Mocha,4.23,1,FALSE,Mobile Wallet,jl6l91f4,45-54,Female,TRUE,Sunny,2.8,New Year's Day,4.23
10078,1/1/2023 15:56,15,Chicago,USA,Standalone,Sandwich,Chicken & Avocado Wrap,6.17,3,FALSE,Cash,q52wspof,35-44,Female,FALSE,Sunny,-4.7,New Year's Day,18.51
10079,1/1/2023 15:58,24,Manchester,UK,Standalone,Sandwich,Chicken & Avocado Wrap,5.33,3,FALSE,Cash,3dvyjhmi,18-24,Non-binary,FALSE,Sunny,8.7,New Year's Day,15.99
10080,1/1/2023 15:59,30,Sydney,AUS,Standalone,Tea,Medium Chai Latte,4.62,2,FALSE,Credit Card,1dntcagr,35-44,Female,FALSE,Cloudy,16.6,New Year's Day,9.24
10081,1/1/2023 16:09,39,Toronto,CAN,Mall Kiosk,Smoothie,Medium Berry Blast,4.91,1,FALSE,Credit Card,e4n2524g,35-44,Female,TRUE,Cloudy,-6.5,New Year's Day,4.91
10082,1/1/2023 16:16,42,Vancouver,CAN,Standalone,Tea,Small Earl Grey,2.35,2,FALSE,Cash,22xmq664,55-64,Female,FALSE,,,New Year's Day,4.7
10083,1/1/2023 16:33,26,Sydney,AUS,Mall Kiosk,Tea,Large Matcha Latte,5.55,2,FALSE,Credit Card,4qxxva2i,18-24,Female,TRUE,Cloudy,16.6,New Year's Day,11.1
10084,1/1/2023 16:36,39,Toronto,CAN,Mall Kiosk,Merchandise,Tote Bag,13.39,2,FALSE,Mobile Wallet,k94w6wuu,25-34,Male,FALSE,Cloudy,-6.5,New Year's Day,26.78
10085,1/1/2023 16:44,25,Manchester,UK,Standalone,Tea,Medium Green Tea,2.3,1,TRUE,Credit Card,r1z4qt7z,35-44,Male,TRUE,Sunny,8.7,New Year's Day,2.07
10086,1/1/2023 16:52,35,Melbourne,AUS,Mall Kiosk,Tea,Medium Chai Latte,4.4,2,FALSE,Credit Card,45ed5ggs,,Female,FALSE,Sunny,22.2,New Year's Day,8.8
10087,1/1/2023 17:08,41,Vancouver,CAN,Standalone,Pastry,Chocolate Chip Cookie,1.88,1,FALSE,Credit Card,e1q5ms7u,35-44,,FALSE,Sunny,2.8,New Year's Day,1.88
10088,1/1/2023 17:10,21,Manchester,UK,Standalone,Coffee,Medium Mocha,3.69,1,TRUE,Credit Card,ymyrsvzn,55-64,Female,TRUE,Sunny,8.7,New Year's Day,3.32
10089,1/1/2023 17:20,27,Sydney,AUS,Standalone,Coffee,Medium Cappuccino,4.4,1,FALSE,Cash,v1fkhnnk,65+,Male,FALSE,,,New Year's Day,4.4
10090,1/1/2023 17:46,12,Chicago,USA,Airport,Coffee,Medium Latte,4.75,2,FALSE,Debit Card,9uu2bl7a,25-34,Male,FALSE,Sunny,-4.7,New Year's Day,9.5
10091,1/1/2023 17:49,33,Melbourne,AUS,Standalone,Tea,Medium Earl Grey,3.02,1,FALSE,Cash,qohn3dg6,45-54,Male,FALSE,Sunny,22.2,New Year's Day,3.02
10092,1/1/2023 18:12,14,Chicago,USA,Standalone,Tea,Small Matcha Latte,3.85,1,FALSE,Credit Card,0iv1ggxr,18-24,Male,FALSE,Sunny,-4.7,New Year's Day,3.85
10093,1/1/2023 18:41,27,Sydney,AUS,Standalone,Coffee,Small Cappuccino,3.96,1,TRUE,Credit Card,hxodlctt,45-54,Female,FALSE,Cloudy,16.6,New Year's Day,3.17
10094,1/1/2023 20:10,40,Toronto,CAN,Standalone,Tea,Medium Earl Grey,2.58,2,FALSE,Credit Card,t54884z4,35-44,Female,FALSE,Cloudy,-6.5,New Year's Day,5.16
10095,1/1/2023 20:12,41,Vancouver,CAN,Standalone,Coffee,Single Espresso,2.73,1,FALSE,Debit Card,37ktll8s,25-34,Female,FALSE,Sunny,2.8,New Year's Day,2.73
10096,1/1/2023 20:22,14,Chicago,USA,Standalone,Tea,Large Earl Grey,3.04,1,FALSE,Credit Card,s7nvv28u,18-24,Female,FALSE,Sunny,-4.7,New Year's Day,3.04
10097,1/1/2023 22:28,25,Manchester,UK,Standalone,Coffee,Large Cappuccino,3.77,2,TRUE,Cash,5dtaegry,55-64,Non-binary,FALSE,Sunny,8.7,New Year's Day,6.03
10098,1/2/2023 5:47,44,Vancouver,CAN,Mall Kiosk,Merchandise,Coffee Mug,10.94,1,FALSE,Credit Card,09lzrk79,,Male,FALSE,Rainy,7.2,,10.94
10099,1/2/2023 5:50,31,Melbourne,AUS,Standalone,Coffee,Medium Latte,4.32,1,FALSE,Debit Card,3jczucqm,35-44,Female,FALSE,Sunny,24.8,,4.32
10100,1/2/2023 7:09,10,Los Angeles,USA,Mall Kiosk,Pastry,Croissant,2.38,3,FALSE,Debit Card,r81bmqf7,45-54,Male,FALSE,Sunny,16.2,,7.14
10101,1/2/2023 7:50,44,Vancouver,CAN,Mall Kiosk,Tea,Medium Chai Latte,3.83,1,FALSE,Credit Card,kreg167d,55-64,Female,FALSE,Rainy,7.2,,3.83
10102,1/2/2023 7:59,41,Vancouver,CAN,Standalone,Tea,Small Earl Grey,2.35,1,TRUE,Mobile Wallet,292mi560,35-44,Male,TRUE,Rainy,7.2,,2.12
10103,1/2/2023 8:03,10,Los Angeles,USA,Mall Kiosk,Coffee,Small Mocha,3.85,1,FALSE,Credit Card,dvlnknd6,65+,Non-binary,FALSE,,,,3.85
10104,1/2/2023 8:03,5,New York,USA,Standalone,Tea,Large Matcha Latte,5.2,5,FALSE,Credit Card,8r7sn1tc,25-34,Male,TRUE,Sunny,2.2,,26
10105,1/2/2023 8:05,2,New York,USA,Airport,Merchandise,Coffee Mug,15,1,FALSE,Cash,j7q4kfmm,45-54,Male,FALSE,Sunny,2.2,,15
10106,1/2/2023 8:25,8,Los Angeles,USA,Airport,Coffee,Double Espresso,3.55,1,TRUE,Credit Card,enwbbadl,45-54,Male,TRUE,Sunny,16.2,,3.19
10107,1/2/2023 8:34,25,Manchester,UK,Standalone,Coffee,Medium Latte,3.28,4,FALSE,Debit Card,dqz05ev5,25-34,Female,FALSE,Sunny,6.2,,13.12
10108,1/2/2023 8:43,44,Vancouver,CAN,Mall Kiosk,Smoothie,Large Berry Blast,5.74,2,FALSE,Credit Card,j9hvchrm,,Female,FALSE,Rainy,7.2,,11.48
10109,1/2/2023 8:51,27,Sydney,AUS,Standalone,Coffee,Small Americano,2.97,2,TRUE,Cash,7vxuqdrm,35-44,Female,TRUE,Sunny,22.1,,4.75
10110,1/2/2023 9:21,5,New York,USA,Standalone,Coffee,Medium Americano,3,5,FALSE,Credit Card,lqga3qup,25-34,Female,FALSE,Sunny,2.2,,15
10111,1/2/2023 9:31,37,Toronto,CAN,Standalone,Merchandise,Tote Bag,13.8,1,FALSE,Credit Card,rw6tm2o0,55-64,Male,FALSE,Snowy,-6,,13.8
10112,1/2/2023 9:32,34,Melbourne,AUS,Mall Kiosk,Tea,Large Matcha Latte,5.45,1,FALSE,Credit Card,37pjpo3c,35-44,Female,FALSE,Sunny,24.8,,5.45
10113,1/2/2023 9:38,10,Los Angeles,USA,Mall Kiosk,Coffee,Single Espresso,2.76,5,FALSE,Credit Card,nmnr06dj,25-34,Male,FALSE,Sunny,16.2,,13.8
10114,1/2/2023 9:40,20,London,UK,Standalone,Coffee,Large Americano,2.93,2,FALSE,Credit Card,o5urtxuy,35-44,Male,TRUE,Sunny,7.1,,5.86
10115,1/2/2023 9:58,24,Manchester,UK,Standalone,Coffee,Small Latte,2.95,2,FALSE,Credit Card,8y6rh05h,25-34,Male,FALSE,Sunny,6.2,,5.9
10116,1/2/2023 10:22,15,Chicago,USA,Standalone,Coffee,Small Mocha,3.85,2,TRUE,Mobile Wallet,yxfiblej,25-34,Female,TRUE,Sunny,-7.1,,6.16
10117,1/2/2023 10:28,25,Manchester,UK,Standalone,Coffee,Small Cappuccino,2.95,4,FALSE,Cash,pllgf309,25-34,Female,FALSE,Sunny,6.2,,11.8
10118,1/2/2023 11:06,33,Melbourne,AUS,Standalone,Pastry,Scone,2.38,3,FALSE,Debit Card,zn1f0fp8,18-24,Male,TRUE,Sunny,24.8,,7.14
10119,1/2/2023 12:15,44,Vancouver,CAN,Mall Kiosk,Coffee,Large Americano,3.15,1,FALSE,Credit Card,ck88d0tg,35-44,Male,FALSE,,,,3.15
10120,1/2/2023 13:58,35,Melbourne,AUS,Mall Kiosk,Coffee,Double Espresso,3.04,1,FALSE,Cash,lqv62j16,45-54,,FALSE,Sunny,24.8,,3.04
10121,1/2/2023 14:21,31,Melbourne,AUS,Standalone,Coffee,Small Latte,3.89,1,FALSE,Cash,ae58huxg,55-64,Male,FALSE,Sunny,24.8,,3.89
10122,1/2/2023 14:34,3,New York,USA,Mall Kiosk,Coffee,Medium Cappuccino,3.88,1,FALSE,Debit Card,6n6975j2,18-24,Female,TRUE,Sunny,2.2,,3.88
10123,1/2/2023 14:46,31,Melbourne,AUS,Standalone,Coffee,Small Cappuccino,3.89,1,FALSE,Credit Card,53ykyydu,55-64,Male,FALSE,Sunny,24.8,,3.89
10124,1/2/2023 15:23,32,Melbourne,AUS,Standalone,Pastry,Croissant,2.7,3,FALSE,Cash,r81bmqf7,45-54,Male,FALSE,Sunny,24.8,,8.1
10125,1/2/2023 15:33,2,New York,USA,Airport,Smoothie,Medium Berry Blast,6.88,1,FALSE,Credit Card,wb2serev,55-64,Female,FALSE,Sunny,2.2,,6.88
10126,1/2/2023 15:35,37,Toronto,CAN,Standalone,Coffee,Small Mocha,3.73,2,TRUE,Cash,z3bg52ib,55-64,Female,TRUE,Snowy,-6,,6.71
10127,1/2/2023 15:38,12,Chicago,USA,Airport,Coffee,Medium Mocha,5.34,1,TRUE,Cash,2y0oy58f,55-64,Male,FALSE,Sunny,-7.1,,4.27
10128,1/2/2023 15:40,6,Los Angeles,USA,Standalone,Coffee,Small Americano,2.65,1,FALSE,Debit Card,isutp04s,18-24,Male,FALSE,Sunny,16.2,,2.65
10129,1/2/2023 15:51,32,Melbourne,AUS,Standalone,Tea,Small Green Tea,2.7,1,FALSE,Credit Card,5wfw5q52,18-24,Male,FALSE,Sunny,24.8,,2.7
10130,1/2/2023 15:55,36,Toronto,CAN,Airport,Tea,Medium Chai Latte,4.83,1,TRUE,Credit Card,asf5ehlh,45-54,Female,TRUE,Snowy,-6,,4.35
10131,1/2/2023 16:55,15,Chicago,USA,Standalone,Coffee,Double Espresso,2.75,1,TRUE,Credit Card,ow8dt8cq,55-64,Female,TRUE,Sunny,-7.1,,2.48
10132,1/2/2023 17:49,23,Manchester,UK,Standalone,Coffee,Small Latte,2.95,1,FALSE,Debit Card,wujt4ftl,25-34,Female,FALSE,Sunny,6.2,,2.95
10133,1/2/2023 17:50,3,New York,USA,Mall Kiosk,Merchandise,Tote Bag,14.55,2,TRUE,Credit Card,88u595ce,25-34,Male,TRUE,Sunny,2.2,,26.19
10134,1/2/2023 18:03,32,Melbourne,AUS,Standalone,Coffee,Medium Americano,3.24,2,FALSE,Mobile Wallet,co76o8qh,18-24,Female,FALSE,Sunny,24.8,,6.48
10135,1/2/2023 18:04,13,Chicago,USA,Mall Kiosk,Coffee,Single Espresso,2.67,1,FALSE,Credit Card,4po1i3ms,18-24,Male,FALSE,Sunny,-7.1,,2.67
10136,1/2/2023 18:09,4,New York,USA,Mall Kiosk,Tea,Small Matcha Latte,3.93,2,FALSE,Mobile Wallet,y8fv2bc2,25-34,Male,FALSE,Sunny,2.2,,7.86
10137,1/2/2023 18:34,2,New York,USA,Airport,Coffee,Large Latte,5.75,2,FALSE,Credit Card,wq1gaz5u,25-34,Non-binary,FALSE,Sunny,2.2,,11.5
10138,1/2/2023 19:06,1,New York,USA,Standalone,Merchandise,Tote Bag,15,3,FALSE,Debit Card,1cao8w81,18-24,Female,FALSE,Sunny,2.2,,45
10139,1/2/2023 21:09,5,New York,USA,Standalone,Coffee,Large Americano,3.45,1,FALSE,Credit Card,r0tokpk7,45-54,,FALSE,Sunny,2.2,,3.45
10140,1/2/2023 22:45,31,Melbourne,AUS,Standalone,Coffee,Large Americano,3.73,2,FALSE,Credit Card,2xe0jdcz,55-64,Male,TRUE,Sunny,24.8,,7.46
